id,country_id,country_name,capital_name,latitude,longitude,continent,region,iso_code,alternative_spellings,localized_names,decision,source_id
IN,IN,India,New Delhi,28.600023,77.19998,Asia,Southern Asia,IN,,"{""en"": ""New Delhi"", ""de"": ""Neu-Delhi"", ""es"": ""Nueva Delhi"", ""fr"": ""New Delhi"", ""pt"": ""Nova Deli"", ""ru"": ""Нью-Дели"", ""zh"": ""新德里"", ""ar"": ""نيودلهي"", ""bn"": ""নতুন দিল্লি"", ""el"": ""Νέο Δελχί"", ""hi"": ""नई दिल्ली"", ""hu"": ""Új-Delhi"", ""id"": ""New Delhi"", ""it"": ""Nuova Delhi"", ""ja"": ""ニューデリー"", ""ko"": ""뉴델리"", ""nl"": ""New Delhi"", ""pl"": ""Nowe Delhi"", ""sv"": ""New Delhi"", ""tr"": ""Yeni Delhi"", ""vi"": ""New Delhi"", ""fa"": ""دهلی نو"", ""he"": ""ניו דלהי"", ""uk"": ""Нью-Делі"", ""ur"": ""نئی دہلی"", ""zht"": ""新德里""}",One national capital selected for pilot,1159151541
JP,JP,Japan,Tokyo,35.686963,139.749462,Asia,Eastern Asia,JP,,"{""en"": ""Tokyo"", ""de"": ""Tokio"", ""es"": ""Tokio"", ""fr"": ""Tokyo"", ""pt"": ""Tóquio"", ""ru"": ""Токио"", ""zh"": ""东京"", ""ar"": ""طوكيو"", ""bn"": ""টোকিও"", ""el"": ""Τόκιο"", ""hi"": ""टोक्यो"", ""hu"": ""Tokió"", ""id"": ""Tokyo"", ""it"": ""Tokyo"", ""ja"": ""東京都"", ""ko"": ""도쿄도"", ""nl"": ""Tokio"", ""pl"": ""Tokio"", ""sv"": ""Tokyo prefektur"", ""tr"": ""Tokyo"", ""vi"": ""Tokyo"", ""fa"": ""توکیو"", ""he"": ""טוקיו"", ""uk"": ""Токіо"", ""ur"": ""توکیو"", ""zht"": ""東京""}",One national capital selected for pilot,1159151609
KE,KE,Kenya,Nairobi,-1.281401,36.814711,Africa,Eastern Africa,KE,,"{""en"": ""Nairobi"", ""de"": ""Nairobi"", ""es"": ""Nairobi"", ""fr"": ""Nairobi"", ""pt"": ""Nairóbi"", ""ru"": ""Найроби"", ""zh"": ""内罗毕"", ""ar"": ""نيروبي"", ""bn"": ""নাইরোবি"", ""el"": ""Ναϊρόμπι"", ""hi"": ""नैरोबी"", ""hu"": ""Nairobi"", ""id"": ""Nairobi"", ""it"": ""Nairobi"", ""ja"": ""ナイロビ"", ""ko"": ""나이로비"", ""nl"": ""Nairobi"", ""pl"": ""Nairobi"", ""sv"": ""Nairobi"", ""tr"": ""Nairobi"", ""vi"": ""Nairobi"", ""fa"": ""نایروبی"", ""he"": ""ניירובי"", ""uk"": ""Найробі"", ""ur"": ""نیروبی"", ""zht"": ""奈洛比""}",One national capital selected for pilot,1159151597
MX,MX,Mexico,Mexico City,19.444388,-99.132934,North America,Central America,MX,Ciudad de M,"{""en"": ""Mexico City"", ""de"": ""Mexiko-Stadt"", ""es"": ""Ciudad de México"", ""fr"": ""Mexico"", ""pt"": ""Cidade do México"", ""ru"": ""Мехико"", ""zh"": ""墨西哥城"", ""ar"": ""مدينة مكسيكو"", ""bn"": ""মেক্সিকো সিটি"", ""el"": ""Πόλη του Μεξικού"", ""hi"": ""मेक्सिको नगर"", ""hu"": ""Mexikóváros"", ""id"": ""Kota Meksiko"", ""it"": ""Città del Messico"", ""ja"": ""メキシコシティ"", ""ko"": ""멕시코시티"", ""nl"": ""Mexico-Stad"", ""pl"": ""Meksyk"", ""sv"": ""Mexico City"", ""tr"": ""Meksiko"", ""vi"": ""Thành phố México"", ""fa"": ""مکزیکو سیتی"", ""he"": ""מקסיקו סיטי"", ""uk"": ""Мехіко"", ""ur"": ""میکسیکو شہر"", ""zht"": ""墨西哥城""}",One national capital selected for pilot,1159151587
NG,NG,Nigeria,Abuja,9.085279,7.531382,Africa,Western Africa,NG,,"{""en"": ""Abuja"", ""de"": ""Abuja"", ""es"": ""Abuya"", ""fr"": ""Abuja"", ""pt"": ""Abuja"", ""ru"": ""Абуджа"", ""zh"": ""阿布贾"", ""ar"": ""أبوجا"", ""bn"": ""আবুজা"", ""el"": ""Αμπούτζα"", ""hi"": ""अबुजा"", ""hu"": ""Abuja"", ""id"": ""Abuja"", ""it"": ""Abuja"", ""ja"": ""アブジャ"", ""ko"": ""아부자"", ""nl"": ""Abuja"", ""pl"": ""Abudża"", ""sv"": ""Abuja"", ""tr"": ""Abuja"", ""vi"": ""Abuja"", ""fa"": ""آبوجا"", ""he"": ""אבוג'ה"", ""uk"": ""Абуджа"", ""ur"": ""ابوجا"", ""zht"": ""阿布加""}",One national capital selected for pilot,1159150799
NZ,NZ,New Zealand,Wellington,-41.299988,174.783266,Oceania,Australia and New Zealand,NZ,,"{""en"": ""Wellington"", ""de"": ""Wellington"", ""es"": ""Wellington"", ""fr"": ""Wellington"", ""pt"": ""Wellington"", ""ru"": ""Веллингтон"", ""zh"": ""惠灵顿"", ""ar"": ""ويلينغتون"", ""bn"": ""ওয়েলিংটন"", ""el"": ""Ουέλλινγκτον"", ""hi"": ""वेलिंग्टन"", ""hu"": ""Wellington"", ""id"": ""Wellington"", ""it"": ""Wellington"", ""ja"": ""ウェリントン"", ""ko"": ""웰링턴"", ""nl"": ""Wellington"", ""pl"": ""Wellington"", ""sv"": ""Wellington"", ""tr"": ""Wellington"", ""vi"": ""Wellington"", ""fa"": ""ولینگتون"", ""he"": ""ולינגטון"", ""uk"": ""Веллінгтон"", ""ur"": ""ویلنگٹن"", ""zht"": ""威靈頓""}",One national capital selected for pilot,1159151699
SA,SA,Saudi Arabia,Riyadh,24.642779,46.770796,Asia,Western Asia,SA,Ar-Riyadh,"{""en"": ""Riyadh"", ""de"": ""Riad"", ""es"": ""Riad"", ""fr"": ""Riyad"", ""pt"": ""Riade"", ""ru"": ""Эр-Рияд"", ""zh"": ""利雅德"", ""ar"": ""الرياض"", ""bn"": ""রিয়াদ"", ""el"": ""Ριάντ"", ""hi"": ""रियाद"", ""hu"": ""Rijád"", ""id"": ""Riyadh"", ""it"": ""Riad"", ""ja"": ""リヤド"", ""ko"": ""리야드"", ""nl"": ""Riyad"", ""pl"": ""Rijad"", ""sv"": ""Riyadh"", ""tr"": ""Riyad"", ""vi"": ""Riyadh"", ""fa"": ""ریاض"", ""he"": ""ריאד"", ""uk"": ""Ер-Ріяд"", ""ur"": ""ریاض"", ""zht"": ""利雅德""}",One national capital selected for pilot,1159151581
TH,TH,Thailand,Bangkok,13.751945,100.514699,Asia,South-Eastern Asia,TH,Krung Thep,"{""en"": ""Bangkok"", ""de"": ""Bangkok"", ""es"": ""Bangkok"", ""fr"": ""Bangkok"", ""pt"": ""Banguecoque"", ""ru"": ""Бангкок"", ""zh"": ""曼谷"", ""ar"": ""بانكوك"", ""bn"": ""ব্যাংকক"", ""el"": ""Μπανγκόκ"", ""hi"": ""बैंकॉक"", ""hu"": ""Bangkok"", ""id"": ""Bangkok"", ""it"": ""Bangkok"", ""ja"": ""バンコク"", ""ko"": ""방콕"", ""nl"": ""Bangkok"", ""pl"": ""Bangkok"", ""sv"": ""Bangkok"", ""tr"": ""Bangkok"", ""vi"": ""Bangkok"", ""fa"": ""بانکوک"", ""he"": ""בנגקוק"", ""uk"": ""Бангкок"", ""ur"": ""بنکاک"", ""zht"": ""曼谷""}",One national capital selected for pilot,1159151509
US,US,United States of America,"Washington, D.C.",38.901495,-77.011364,North America,Northern America,US,Washington D.C.,"{""en"": ""Washington"", ""de"": ""Washington"", ""es"": ""Washington D. C."", ""fr"": ""Washington"", ""pt"": ""Washington"", ""ru"": ""Вашингтон"", ""zh"": ""华盛顿哥伦比亚特区"", ""ar"": ""واشنطن"", ""bn"": ""ওয়াশিংটন"", ""el"": ""Ουάσινγκτον"", ""hi"": ""वॉशिंगटन डी॰ सी॰"", ""hu"": ""Washington"", ""id"": ""Washington"", ""it"": ""Washington"", ""ja"": ""ワシントンD.C."", ""ko"": ""워싱턴 D.C."", ""nl"": ""Washington D.C."", ""pl"": ""Waszyngton"", ""sv"": ""Washington"", ""tr"": ""Washington"", ""vi"": ""Washington"", ""fa"": ""واشینگتن"", ""he"": ""וושינגטון די. סי."", ""uk"": ""Вашингтон"", ""ur"": ""واشنگٹن ڈی سی"", ""zht"": ""華盛頓哥倫比亞特區""}",One national capital selected for pilot,1159151573
ZA,ZA,South Africa,Pretoria,-25.704975,28.227483,Africa,Southern Africa,ZA,,"{""en"": ""Pretoria"", ""de"": ""Pretoria"", ""es"": ""Pretoria"", ""fr"": ""Pretoria"", ""pt"": ""Pretória"", ""ru"": ""Претория"", ""zh"": ""比勒陀利亚"", ""ar"": ""بريتوريا"", ""bn"": ""প্রিটোরিয়া"", ""el"": ""Πρετόρια"", ""hi"": ""प्रिटोरिया"", ""hu"": ""Pretoria"", ""id"": ""Pretoria"", ""it"": ""Pretoria"", ""ja"": ""プレトリア"", ""ko"": ""프리토리아"", ""nl"": ""Pretoria"", ""pl"": ""Pretoria"", ""sv"": ""Pretoria"", ""tr"": ""Pretoria"", ""vi"": ""Pretoria"", ""fa"": ""پرتوریا"", ""he"": ""פרטוריה"", ""uk"": ""Преторія"", ""ur"": ""پریٹوریا"", ""zht"": ""普利托利亞""}",Executive capital; legislative Cape Town and judicial Bloemfontein excluded,1159150661
