id,place_a_id,place_b_id,true_distance_km
AR--BD,AR,BD,16776.827494420908
AR--BR,AR,BR,2333.5144810867555
AR--CA,AR,CA,9031.715831568095
AR--CD,AR,CD,8250.16360355336
AR--CL,AR,CL,1139.660312749686
AR--CN,AR,CN,19261.112952664003
AR--CO,AR,CO,4640.374060415398
AR--DE,AR,DE,11887.678205229642
AR--DZ,AR,DZ,10143.842601055805
AR--EG,AR,EG,11806.270501311932
AR--ES,AR,ES,10020.91071488952
AR--ET,AR,ET,11225.784843590129
AR--FI,AR,FI,12925.656160584465
AR--FJ,AR,FJ,11642.45746949547
AR--FR,AR,FR,11025.630755006467
AR--GB,AR,GB,11102.268069921352
AR--GH,AR,GH,7539.559525025004
AR--GR,AR,GR,11672.738469495696
AR--IN,AR,IN,15794.7526620095
AR--IT,AR,IT,11131.20670997276
AR--JP,AR,JP,18370.21725262342
AR--KE,AR,KE,10410.808770079677
AR--KR,AR,KR,19431.621304450513
AR--MA,AR,MA,9305.417619305188
AR--MX,AR,MX,7372.308131811268
AR--MY,AR,MY,15967.59980860726
AR--NG,AR,NG,8446.362395848217
AR--NL,AR,NL,11420.79314209203
AR--NO,AR,NO,12224.016263540156
AR--NZ,AR,NZ,10003.231625456845
AR--PE,AR,PE,3130.6695211171427
AR--PH,AR,PH,17788.20333536327
AR--PK,AR,PK,15601.725953155386
AR--PL,AR,PL,12308.20746555706
AR--PT,AR,PT,9574.20669056964
AR--RU,AR,RU,13459.503231297233
AR--SA,AR,SA,12854.981363911493
AR--SE,AR,SE,12541.33572639846
AR--SG,AR,SG,15887.309757265864
AR--SN,AR,SN,6965.255742849274
AR--TH,AR,TH,16880.505738924476
AR--TR,AR,TR,12466.927062320188
AR--TZ,AR,TZ,10004.640819282862
AR--UA,AR,UA,12807.053139985803
AR--US,AR,US,8360.953336333787
AR--VN,AR,VN,17861.954046251605
AR--ZA,AR,ZA,8148.626185145644
AU--BD,AU,BD,8995.963141163435
AU--BR,AU,BR,14075.358195321549
AU--CA,AU,CA,16104.729525959248
AU--CD,AU,CD,13504.360503430844
AU--CL,AU,CL,11345.088282272682
AU--CN,AU,CN,8980.130816239809
AU--CO,AU,CO,14436.399681031653
AU--DE,AU,DE,16060.205223180863
AU--DZ,AU,DZ,16979.37379367375
AU--EG,AU,EG,14263.93286552806
AU--ES,AU,ES,17574.421466877073
AU--ET,AU,ET,12442.084906893078
AU--FI,AU,FI,15202.304817605685
AU--FJ,AU,FJ,3459.5502950524574
AU--FR,AU,FR,16917.63537856836
AU--GB,AU,GB,16976.59127449891
AU--GH,AU,GH,15466.274445812925
AU--GR,AU,GR,15201.661293550262
AU--IN,AU,IN,10338.502325503718
AU--IT,AU,IT,16216.420011411574
AU--JP,AU,JP,7916.886601720884
AU--KE,AU,KE,11938.438068840167
AU--KR,AU,KR,8383.398878278069
AU--MA,AU,MA,17823.98557196807
AU--MX,AU,MX,13179.187255642872
AU--MY,AU,MY,6520.550088731684
AU--NG,AU,NG,15163.69563184826
AU--NL,AU,NL,16620.528265072542
AU--NO,AU,NO,15966.082912956443
AU--NZ,AU,NZ,2331.7654440152487
AU--PE,AU,PE,12870.966935523227
AU--PH,AU,PH,6269.920053818219
AU--PK,AU,PK,10988.77817833369
AU--PL,AU,PL,15552.021357649579
AU--PT,AU,PT,18058.241733092265
AU--RU,AU,RU,14468.762247285287
AU--SA,AU,SA,12623.318465753277
AU--SE,AU,SE,15597.07886628645
AU--SG,AU,SG,6204.591664762586
AU--SN,AU,SN,17367.8662451382
AU--TH,AU,TH,7462.848367041455
AU--TR,AU,TR,14491.126052008547
AU--TZ,AU,TZ,11694.349880853746
AU--UA,AU,UA,14887.737081531282
AU--US,AU,US,15945.723803950415
AU--VN,AU,VN,7727.631084944442
AU--ZA,AU,ZA,10839.833274898414
BD--BR,BD,BR,15592.505750516311
BD--CA,BD,CA,12219.959997048985
BD--CD,BD,CD,8699.546891941973
BD--CL,BD,CL,17886.203807894904
BD--CN,BD,CN,3026.7986717227063
BD--CO,BD,CO,16454.083310734804
BD--DE,BD,DE,7083.361209694893
BD--DZ,BD,DZ,8249.865357774017
BD--EG,BD,EG,5856.065710330734
BD--ES,BD,ES,8668.474277763522
BD--ET,BD,ET,5724.1496250866285
BD--FI,BD,FI,6394.878508271938
BD--FJ,BD,FJ,10616.636231096905
BD--FR,BD,FR,7923.795839306774
BD--GB,BD,GB,8015.217428089591
BD--GH,BD,GH,9833.431322059829
BD--GR,BD,GR,6434.574552380038
BD--IN,BD,IN,1425.4260591415405
BD--IT,BD,IT,7320.0470436892765
BD--JP,BD,JP,4901.783530903048
BD--KE,BD,KE,6417.460535353122
BD--KR,BD,KR,3797.612686267932
BD--MA,BD,MA,9196.660288262383
BD--MX,BD,MX,15118.666153073525
BD--MY,BD,MY,2578.596726870454
BD--NG,BD,NG,8893.098615055616
BD--NL,BD,NL,7656.49679159308
BD--NO,BD,NO,7181.762061567684
BD--NZ,BD,NZ,11267.899459200993
BD--PE,BD,PE,18167.538095071344
BD--PH,BD,PH,3362.196759695326
BD--PK,BD,PK,2010.504192418624
BD--PL,BD,PL,6568.012073729416
BD--PT,BD,PT,9173.202508931836
BD--RU,BD,RU,5553.2737926347245
BD--SA,BD,SA,4415.912406616781
BD--SE,BD,SE,6768.471024295255
BD--SG,BD,SG,2874.5622395689315
BD--SN,BD,SN,11109.021139047307
BD--TH,BD,TH,1533.2161452123528
BD--TR,BD,TR,5633.079801631459
BD--TZ,BD,TZ,6793.0341997186615
BD--UA,BD,UA,5893.685382507589
BD--US,BD,US,12949.493713794654
BD--VN,BD,VN,1616.977559772685
BD--ZA,BD,ZA,8645.990655579606
BR--CA,BR,CA,7334.346869539842
BR--CD,BR,CD,7021.609682135122
BR--CL,BR,CL,3009.3551850238605
BR--CN,BR,CN,16930.472630910997
BR--CO,BR,CO,3659.609825431805
BR--DE,BR,DE,9575.611395967344
BR--DZ,BR,DZ,7899.280557882734
BR--EG,BR,EG,9874.469524339542
BR--ES,BR,ES,7719.290067297386
BR--ET,BR,ET,9928.94838833383
BR--FI,BR,FI,10597.841046061912
BR--FJ,BR,FJ,13707.79297949407
BR--FR,BR,FR,8706.397888002059
BR--GB,BR,GB,8772.672472521588
BR--GH,BR,GH,5761.1782251059785
BR--GR,BR,GR,9543.526478721476
BR--IN,BR,IN,14244.967094288088
BR--IT,BR,IT,8891.366226296563
BR--JP,BR,JP,17673.237812688087
BR--KE,BR,KE,9414.754147935433
BR--KR,BR,KR,17539.5016131441
BR--MA,BR,MA,7024.002442289389
BR--MX,BR,MX,6827.142656438756
BR--MY,BR,MY,16422.814195799372
BR--NG,BR,NG,6701.782316617511
BR--NL,BR,NL,9095.395184382438
BR--NO,BR,NO,9890.673869295977
BR--NZ,BR,NZ,12315.070951453863
BR--PE,BR,PE,3172.9910685849954
BR--PH,BR,PH,18834.978421995093
BR--PK,BR,PK,13831.892357763147
BR--PL,BR,PL,10013.245328845951
BR--PT,BR,PT,7260.226545104273
BR--RU,BR,RU,11166.929191609152
BR--SA,BR,SA,11195.014360359984
BR--SE,BR,SE,10211.465310360685
BR--SG,BR,SG,16541.57994188363
BR--SN,BR,SN,4752.903773023973
BR--TH,BR,TH,16631.97836274269
BR--TR,BR,TR,10359.803932064284
BR--TZ,BR,TZ,9156.612898830454
BR--UA,BR,UA,10549.919782043095
BR--US,BR,US,6769.014727737269
BR--VN,BR,VN,17204.186662884276
BR--ZA,BR,ZA,7905.896338955261
CA--CD,CA,CD,10429.733240251062
CA--CL,CA,CL,8748.678780930806
CA--CN,CA,CN,10474.241950070254
CA--CO,CA,CO,4525.731196671247
CA--DE,CA,DE,6146.549872089064
CA--DZ,CA,DZ,6419.275105731327
CA--EG,CA,EG,8876.40462189037
CA--ES,CA,ES,5707.581780771725
CA--ET,CA,ET,11136.890454729448
CA--FI,CA,FI,6289.502387773958
CA--FJ,CA,FJ,12653.111746459324
CA--FR,CA,FR,5663.62568366498
CA--GB,CA,GB,5378.074759985251
CA--GH,CA,GH,8439.561227154014
CA--GR,CA,GR,7764.7115554242955
CA--IN,CA,IN,11362.94782650969
CA--IT,CA,IT,6746.931142314486
CA--JP,CA,JP,10343.49118277986
CA--KE,CA,KE,11852.842570511928
CA--KR,CA,KR,10536.510102087088
CA--MA,CA,MA,5854.797692873017
CA--MX,CA,MX,3598.308798337808
CA--MY,CA,MY,14615.980355359012
CA--NG,CA,NG,8769.14706891505
CA--NL,CA,NL,5650.389098226851
CA--NO,CA,NO,5615.364370869781
CA--NZ,CA,NZ,14472.518850835871
CA--PE,CA,PE,6365.101501579229
CA--PH,CA,PH,13148.893379643874
CA--PK,CA,PK,10699.32409267107
CA--PL,CA,PL,6594.700288950723
CA--PT,CA,PT,5399.63090845621
CA--RU,CA,RU,7180.055639081386
CA--SA,CA,SA,10317.222965793204
CA--SE,CA,SE,6012.504954934798
CA--SG,CA,SG,14829.085234720038
CA--SN,CA,SN,6388.706012444591
CA--TH,CA,TH,13440.553542475436
CA--TR,CA,TR,8182.193922543159
CA--TZ,CA,TZ,12166.73278626256
CA--UA,CA,UA,7237.438903984254
CA--US,CA,US,731.9154882007512
CA--VN,CA,VN,12643.813172484095
CA--ZA,CA,ZA,13053.851270111287
CD--CL,CD,CL,9377.485624065612
CD--CN,CD,CN,11264.131510520167
CD--CO,CD,CO,9990.17825849726
CD--DE,CD,DE,6302.7657179686175
CD--DZ,CD,DZ,4724.24554729379
CD--EG,CD,EG,4166.513540836489
CD--ES,CD,ES,5319.383374111961
CD--ET,CD,ET,2986.3101212320603
CD--FI,CD,FI,7201.843348896968
CD--FJ,CD,FJ,16916.81804347587
CD--FR,CD,FR,6026.854910819904
CD--GB,CD,GB,6358.423890884738
CD--GH,CD,GH,2043.3208669383591
CD--GR,CD,GR,4764.590999785643
CD--IN,CD,IN,7547.89499645099
CD--IT,CD,IT,5126.896411493344
CD--JP,CD,JP,13367.324967431796
CD--KE,CD,KE,2414.0111493842605
CD--KR,CD,KR,12211.448901968513
CD--MA,CD,MA,4841.287191069289
CD--MX,CD,MX,12740.378395838092
CD--MY,CD,MY,9644.319780377728
CD--NG,CD,NG,1716.2920067157297
CD--NL,CD,NL,6357.542309053761
CD--NO,CD,NO,7134.842377574261
CD--NZ,CD,NZ,14541.358911281312
CD--PE,CD,PE,10175.188038895794
CD--PH,CD,PH,11824.345636785823
CD--PK,CD,PK,7384.78330799907
CD--PL,CD,PL,6292.977025299909
CD--PT,CD,PT,5390.912322607045
CD--RU,CD,RU,6966.165532290185
CD--SA,CD,SA,4676.260309873395
CD--SE,CD,SE,7064.796550280582
CD--SG,CD,SG,9867.490584125751
CD--SN,CD,SN,4185.9629702863585
CD--TH,CD,TH,9613.840894279354
CD--TR,CD,TR,5219.37025970274
CD--TZ,CD,TZ,2274.6043678822007
CD--UA,CD,UA,6240.732681787017
CD--US,CD,US,10513.299742462244
CD--VN,CD,VN,10243.1517893653
CD--ZA,CD,ZA,2738.097820784533
CL--CN,CL,CN,19057.093797293513
CL--CO,CL,CO,4226.284712338569
CL--DE,CL,DE,12506.572379251478
CL--DZ,CL,DZ,10901.817648733382
CL--EG,CL,EG,12800.08972667518
CL--ES,CL,ES,10681.935581817292
CL--ET,CL,ET,12358.215563097187
CL--FI,CL,FI,13464.23646254886
CL--FJ,CL,FJ,10733.957780178063
CL--FR,CL,FR,11627.359613785839
CL--GB,CL,GB,11650.639354956376
CL--GH,CL,GH,8563.209240922586
CL--GR,CL,GR,12547.17636965568
CL--IN,CL,IN,16925.380558989717
CL--IT,CL,IT,11893.206088021416
CL--JP,CL,JP,17234.770240707647
CL--KE,CL,KE,11550.217666588273
CL--KR,CL,KR,18360.580038729033
CL--MA,CL,MA,10010.797136549785
CL--MX,CL,MX,6588.132055113714
CL--MY,CL,MY,16560.585837942457
CL--NG,CL,NG,9486.770070583298
CL--NL,CL,NL,11991.522122394139
CL--NO,CL,NO,12709.777899866678
CL--NZ,CL,NZ,9368.814614614528
CL--PE,CL,PE,2457.690639615083
CL--PH,CL,PH,17614.831522245775
CL--PK,CL,PK,16686.183395308064
CL--PL,CL,PL,12969.852106776598
CL--PT,CL,PT,10205.486707859607
CL--RU,CL,RU,14117.451542029348
CL--SA,CL,SA,13945.02643694258
CL--SE,CL,SE,13069.967683612713
CL--SG,CL,SG,16399.740324894206
CL--SN,CL,SN,7761.929265291671
CL--TH,CL,TH,17650.722889818095
CL--TR,CL,TR,13360.362129212648
CL--TZ,CL,TZ,11140.599699425393
CL--UA,CL,UA,13538.164347903667
CL--US,CL,US,8036.760399006705
CL--VN,CL,VN,18587.669739443674
CL--ZA,CL,ZA,9240.225022987668
CN--CO,CN,CO,14959.442903499128
CN--DE,CN,DE,7374.095211881501
CN--DZ,CN,DZ,9128.627104002482
CN--EG,CN,EG,7555.922022804329
CN--ES,CN,ES,9241.695750140318
CN--ET,CN,ET,8323.256614917631
CN--FI,CN,FI,6335.706896287733
CN--FJ,CN,FJ,9087.647388686939
CN--FR,CN,FR,8235.539912036413
CN--GB,CN,GB,8159.495498560135
CN--GH,CN,GH,11825.126110302292
CN--GR,CN,GR,7631.506142204527
CN--IN,CN,IN,3786.344323933427
CN--IT,CN,IT,8143.606625822012
CN--JP,CN,JP,2104.0237532057217
CN--KE,CN,KE,9214.097058911791
CN--KR,CN,KR,958.3389564502992
CN--MA,CN,MA,9959.705404692048
CN--MX,CN,MX,12474.484204037479
CN--MY,CN,MY,4332.637278888493
CN--NG,CN,NG,10936.133047329091
CN--NL,CN,NL,7840.400371133997
CN--NO,CN,NO,7040.101298011618
CN--NZ,CN,NZ,10759.510305075924
CN--PE,CN,PE,16647.408363779676
CN--PH,CN,PH,2841.990869314639
CN--PK,CN,PK,3879.3914083676773
CN--PL,CN,PL,6956.214835268704
CN--PT,CN,PT,9687.15424475197
CN--RU,CN,RU,5806.057705333434
CN--SA,CN,SA,6606.426919492859
CN--SE,CN,SE,6720.436278900068
CN--SG,CN,SG,4463.068886903711
CN--SN,CN,SN,12308.087610438688
CN--TH,CN,TH,3289.9112641123884
CN--TR,CN,TR,6847.206348764228
CN--TZ,CN,TZ,9656.25374403827
CN--UA,CN,UA,6466.108332658287
CN--US,CN,US,11169.116898963428
CN--VN,CN,VN,2322.1755294999916
CN--ZA,CN,ZA,11648.376355581766
CO--DE,CO,DE,9434.723265292183
CO--DZ,CO,DZ,8561.364835153712
CO--EG,CO,EG,11223.931381246066
CO--ES,CO,ES,8024.515430689445
CO--ET,CO,ET,12426.953409430811
CO--FI,CO,FI,10062.532890466686
CO--FJ,CO,FJ,12022.37001080766
CO--FR,CO,FR,8632.37794115417
CO--GB,CO,GB,8501.996904262256
CO--GH,CO,GH,8186.029470285618
CO--GR,CO,GR,10382.81703126424
CO--IN,CO,IN,15225.968636419148
CO--IT,CO,IT,9387.891649710753
CO--JP,CO,JP,14327.518669903713
CO--KE,CO,KE,12348.95435955968
CO--KR,CO,KR,14855.470153152684
CO--MA,CO,MA,7635.020568883151
CO--MX,CO,MX,3175.5874499646543
CO--MY,CO,MY,19032.67962698383
CO--NG,CO,NG,9018.876991242843
CO--NL,CO,NL,8857.739182265888
CO--NO,CO,NO,9277.765385828061
CO--NZ,CO,NZ,12107.72103768077
CO--PE,CO,PE,1869.717421500606
CO--PH,CO,PH,17318.972788215247
CO--PK,CO,PK,14553.253604343023
CO--PL,CO,PL,9952.660970335612
CO--PT,CO,PT,7528.581774689585
CO--RU,CO,RU,10916.0980038675
CO--SA,CO,SA,12862.1824864371
CO--SE,CO,SE,9693.22189855851
CO--SG,CO,SG,19316.524021455647
CO--SN,CO,SN,6296.585430647009
CO--TH,CO,TH,17891.231905646808
CO--TR,CO,TR,11114.439440495353
CO--TZ,CO,TZ,12263.99655872549
CO--UA,CO,UA,10641.180470910898
CO--US,CO,US,3810.5972373090326
CO--VN,CO,VN,17168.46785762716
CO--ZA,CO,ZA,11470.29193218006
DE--DZ,DE,DZ,1929.5842635808192
DE--EG,DE,EG,2891.4189080361066
DE--ES,DE,ES,1871.7316834419983
DE--ET,DE,ET,5338.017839459692
DE--FI,DE,FI,1107.9778488106122
DE--FJ,DE,FJ,15973.080004981164
DE--FR,DE,FR,880.1220118488678
DE--GB,DE,GB,933.6780131656095
DE--GH,DE,GH,5355.487752609555
DE--GR,DE,GR,1803.6456298841938
DE--IN,DE,IN,5791.273241523696
DE--IT,DE,IT,1183.3475090566692
DE--JP,DE,JP,8941.116372895822
DE--KE,DE,KE,6352.944306361189
DE--KR,DE,KR,8148.703873526628
DE--MA,DE,MA,2611.9809662547964
DE--MX,DE,MX,9740.126910212532
DE--MY,DE,MY,9615.08570758263
DE--NG,DE,NG,4846.239230895395
DE--NL,DE,NL,577.0085813772484
DE--NO,DE,NO,839.4791498459016
DE--NZ,DE,NZ,18133.546853189033
DE--PE,DE,PE,11091.52456248637
DE--PH,DE,PH,9877.59768324053
DE--PK,DE,PK,5120.406237354785
DE--PL,DE,PL,517.9674462482383
DE--PT,DE,PT,2315.454518326916
DE--RU,DE,RU,1613.9333205348753
DE--SA,DE,SA,4176.916396262325
DE--SE,DE,SE,814.5045168029693
DE--SG,DE,SG,9925.538516503066
DE--SN,DE,SN,5002.201564734814
DE--TH,DE,TH,8612.78119439707
DE--TR,DE,TR,2040.6210846007348
DE--TZ,DE,TZ,6841.237574953327
DE--UA,DE,UA,1208.4684314926021
DE--US,DE,US,6726.290515021435
DE--VN,DE,VN,8340.425219517292
DE--ZA,DE,ZA,8785.190433813566
DZ--EG,DZ,EG,2715.5414954485536
DZ--ES,DZ,ES,711.8772255887199
DZ--ET,DZ,ET,4726.061150528088
DZ--FI,DZ,FI,3033.2458162220696
DZ--FJ,DZ,FJ,17891.524863416074
DZ--FR,DZ,FR,1345.8479224292655
DZ--GB,DZ,GB,1656.5822446092477
DZ--GH,DZ,GH,3472.5242188720927
DZ--GR,DZ,GR,1833.1443937842616
DZ--IN,DZ,IN,6841.71964982002
DZ--IT,DZ,IT,992.0972539136368
DZ--JP,DZ,JP,10825.062201744677
DZ--KE,DZ,KE,5468.388996259568
DZ--KR,DZ,KR,9964.003557283175
DZ--MA,DZ,MA,947.5149821768754
DZ--MX,DZ,MX,9769.285470457762
DZ--MY,DZ,MY,10572.290569185669
DZ--NG,DZ,NG,3099.0147228469714
DZ--NL,DZ,NL,1738.248506848775
DZ--NO,DZ,NO,2632.9504054733866
DZ--NZ,DZ,NZ,19142.8906277313
DZ--PE,DZ,PE,9941.552381823174
DZ--PH,DZ,PH,11385.615764278304
DZ--PK,DZ,PK,6243.845068536664
DZ--PL,DZ,PL,2223.061077794254
DZ--PT,DZ,PT,1095.7494836242417
DZ--RU,DZ,RU,3341.3300109822576
DZ--SA,DZ,SA,4356.927852945174
DZ--SE,DZ,SE,2735.695299839689
DZ--SG,DZ,SG,10888.595168568347
DZ--SN,DZ,SN,3179.4676163160534
DZ--TH,DZ,TH,9758.062670903257
DZ--TR,DZ,TR,2617.4508653785942
DZ--TZ,DZ,TZ,5847.445411357088
DZ--UA,DZ,UA,2663.2115945563396
DZ--US,DZ,US,6808.566447806581
DZ--VN,DZ,VN,9710.302297086428
DZ--ZA,DZ,ZA,7401.6582042116315
EG--ES,EG,ES,3355.0785607140415
EG--ET,EG,ET,2452.617953664222
EG--FI,EG,FI,3381.1971957220794
EG--FJ,EG,FJ,16456.426551141787
EG--FR,EG,FR,3214.633946258294
EG--GB,EG,GB,3513.224272125026
EG--GH,EG,GH,4270.0929109249555
EG--GR,EG,GR,1119.9840833129142
EG--IN,EG,IN,4435.964091411309
EG--IT,EG,IT,2134.7872271725983
EG--JP,EG,JP,9586.616311745503
EG--KE,EG,KE,3517.610461321371
EG--KR,EG,KR,8503.339014259222
EG--MA,EG,MA,3603.4430310091693
EG--MX,EG,MX,12386.314913876035
EG--MY,EG,MY,7957.843206792961
EG--NG,EG,NG,3387.4680508755546
EG--NL,EG,NL,3281.685911866004
EG--NO,EG,NO,3657.274374511535
EG--NZ,EG,NZ,16524.182617665698
EG--PE,EG,PE,12429.606272791647
EG--PH,EG,PH,9188.405775476658
EG--PK,EG,PK,3959.781346765724
EG--PL,EG,PL,2605.2551344227354
EG--PT,EG,PT,3804.4459470065553
EG--RU,EG,RU,2899.390144089835
EG--SA,EG,SA,1646.868560351307
EG--SE,EG,SE,3404.607659449505
EG--SG,EG,SG,8269.808521932006
EG--SN,EG,SN,5253.120694234128
EG--TH,EG,TH,7278.235334714449
EG--TR,EG,TR,1105.6067845732575
EG--TZ,EG,TZ,4038.353951938408
EG--UA,EG,UA,2264.232150700553
EG--US,EG,US,9366.819693047106
EG--VN,EG,VN,7437.521764642192
EG--ZA,EG,ZA,6178.42759423283
ES--ET,ES,ET,5435.390315315712
ES--FI,ES,FI,2953.7168515011904
ES--FJ,ES,FJ,17527.210746850342
ES--FR,ES,FR,1054.2206353287124
ES--GB,ES,GB,1263.9687927349041
ES--GH,ES,GH,3875.784925520151
ES--GR,ES,GR,2374.062233299252
ES--IN,ES,IN,7287.614249142348
ES--IT,ES,IT,1365.1557413989822
ES--JP,ES,JP,10789.251153816349
ES--KE,ES,KE,6176.5987043900495
ES--KR,ES,KR,10019.900842150517
ES--MA,ES,MA,760.8123052479816
ES--MX,ES,MX,9078.13985240458
ES--MY,ES,MY,11077.974673965115
ES--NG,ES,NG,3642.923695107211
ES--NL,ES,NL,1481.542258526469
ES--NO,ES,NO,2391.208799044871
ES--NZ,ES,NZ,19851.726976157825
ES--PE,ES,PE,9503.708312480001
ES--PH,ES,PH,11671.011912853837
ES--PK,ES,PK,6659.012517572479
ES--PL,ES,PL,2294.1560974438808
ES--PT,ES,PT,504.8178933567692
ES--RU,ES,RU,3447.7208209357696
ES--SA,ES,SA,4976.67214260894
ES--SE,ES,SE,2599.80340123646
ES--SG,ES,SG,11394.820059047039
ES--SN,ES,SN,3146.0652951641023
ES--TH,ES,TH,10195.38770323311
ES--TR,ES,TR,3091.375943481574
ES--TZ,ES,TZ,6547.695065885699
ES--UA,ES,UA,2867.9152687436067
ES--US,ES,US,6103.59738093071
ES--VN,ES,VN,10056.382163469798
ES--ZA,ES,ZA,8029.9477888894835
ET--FI,ET,FI,5790.019542298963
ET--FJ,ET,FJ,15572.54742661621
ET--FR,ET,FR,5564.644582105378
ET--GB,ET,GB,5886.122685458142
ET--GH,ET,GH,4312.516347158949
ET--GR,ET,GR,3541.0060008455616
ET--IN,ET,IN,4568.968215495237
ET--IT,ET,IT,4456.489579759943
ET--JP,ET,JP,10415.439814966736
ET--KE,ET,KE,1159.806608820494
ET--KR,ET,KR,9256.901270317068
ET--MA,ET,MA,5405.302959239058
ET--MX,ET,MX,14431.004638352826
ET--MY,ET,MY,6996.0854221014015
ET--NG,ET,NG,3425.380993916935
ET--NL,ET,NL,5692.490720486377
ET--NO,ET,NO,6109.632738802692
ET--NZ,ET,NZ,14423.0253472428
ET--PE,ET,PE,13010.580677525299
ET--PH,ET,PH,8943.42800028437
ET--PK,ET,PK,4460.31441309416
ET--PL,ET,PL,5054.603703831145
ET--PT,ET,PT,5784.177787414981
ET--RU,ET,RU,5182.912971370709
ET--SA,ET,SA,1928.2054708788808
ET--SE,ET,SE,5846.588012893221
ET--SG,ET,SG,7265.102216993072
ET--SN,ET,SN,6138.121973536205
ET--TH,ET,TH,6750.299737881846
ET--TR,ET,TR,3471.2514729888712
ET--TZ,ET,TZ,1714.3873971546066
ET--UA,ET,UA,4651.905379290357
ET--US,ET,US,11530.640207862776
ET--VN,ET,VN,7294.24449951952
ET--ZA,ET,ZA,4007.191456170527
FI--FJ,FI,FJ,14881.524051042496
FI--FR,FI,FR,1913.0642944778042
FI--GB,FI,GB,1825.9330131984918
FI--GH,FI,GH,6421.808628793435
FI--GR,FI,GR,2469.446523502244
FI--IN,FI,IN,5227.813402791738
FI--IT,FI,IT,2204.4886323251985
FI--JP,FI,JP,7840.181225242526
FI--KE,FI,KE,6893.053879094669
FI--KR,FI,KR,7076.449214426985
FI--MA,FI,MA,3705.568629466575
FI--MX,FI,MX,9855.858846180436
FI--MY,FI,MY,8971.024211314423
FI--NG,FI,NG,5852.2306591964625
FI--NL,FI,NL,1506.1678883392688
FI--NO,FI,NO,789.3307636306301
FI--NZ,FI,NZ,17068.725016057746
FI--PE,FI,PE,11822.926389926623
FI--PH,FI,PH,8939.979930604915
FI--PK,FI,PK,4543.885658949807
FI--PL,FI,PL,915.2000736428832
FI--PT,FI,PT,3365.791975654019
FI--RU,FI,RU,895.568901558974
FI--SA,FI,SA,4292.210711697853
FI--SE,FI,SE,394.8329300638056
FI--SG,FI,SG,9269.41231436185
FI--SN,FI,SN,6097.2656329221945
FI--TH,FI,TH,7892.355050494185
FI--TR,FI,TR,2318.7683066331742
FI--TZ,FI,TZ,7418.969801469933
FI--UA,FI,UA,1140.0561693095046
FI--US,FI,US,6946.711977616074
FI--VN,FI,VN,7500.56964538643
FI--ZA,FI,ZA,9522.764258248177
FJ--FR,FJ,FR,16576.81749979109
FJ--GB,FJ,GB,16299.555426240808
FJ--GH,FJ,GH,18604.884835041765
FJ--GR,FJ,GR,16718.893493199037
FJ--IN,FJ,IN,12028.323263938093
FJ--IT,FJ,IT,17055.863339691525
FJ--JP,FJ,JP,7219.789289468397
FJ--KE,FJ,KE,15310.34174379079
FJ--KR,FJ,KR,8184.830871623246
FJ--MA,FJ,MA,18168.663542293107
FJ--MX,FJ,MX,9915.918583166904
FJ--MY,FJ,MY,8728.573834583456
FJ--NG,FJ,NG,18616.55968810009
FJ--NL,FJ,NL,16165.585758358455
FJ--NO,FJ,NO,15261.03378993224
FJ--NZ,FJ,NZ,2591.8075392647534
FJ--PE,FJ,PE,11096.316981305765
